Job ID,Duration
Job_758,2
Job_759,55
Job_760,91
Job_761,73
Job_762,50
Job_763,96
Job_764,67
Job_765,8
Job_766,14
Job_767,27
Job_768,17
Job_769,34
Job_770,57
Job_771,2
Job_772,54
Job_773,12
Job_774,83
Job_775,99
Job_776,35
Job_777,59
Job_778,28
Job_779,91
Job_780,8
Job_781,99
Job_782,100
Job_783,39
Job_784,44
Job_785,41
Job_786,85
Job_787,11
Job_788,76
Job_789,87
Job_790,46
Job_791,98
Job_792,96
Job_793,69
Job_794,87
Job_795,27
Job_796,60
Job_797,16
Job_798,16
Job_799,52
Job_800,33
Job_801,47
Job_802,57
Job_803,48
Job_804,96
Job_805,59
Job_806,73
Job_807,47
Job_808,69
Job_809,49
Job_810,35
Job_811,86
Job_812,4
Job_813,65
Job_814,69
Job_815,11
Job_816,39
Job_817,85
Job_818,96
Job_819,54
Job_820,82
Job_821,56
Job_822,95
Job_823,31
Job_824,34
Job_825,97
Job_826,2
Job_827,41
Job_828,74
Job_829,7
Job_830,6
Job_831,58
Job_832,99
Job_833,10
Job_834,65
Job_835,79
Job_836,99
Job_837,66
Job_838,34
Job_839,77
Job_840,25
Job_841,62
Job_842,70
Job_843,36
Job_844,100
Job_845,10
Job_846,37
Job_847,89
Job_848,90
Job_849,71
Job_850,48
Job_851,62
Job_852,42
Job_853,69
Job_854,52
Job_855,6
Job_856,25
Job_857,70
Job_858,63
Job_859,58
Job_860,60
Job_861,8
Job_862,87
Job_863,90
Job_864,90
Job_865,12
Job_866,98
Job_867,91
Job_868,55
Job_869,73
Job_870,46
Job_871,79
Job_872,53
Job_873,64
Job_874,67
Job_875,78
Job_876,80
Job_877,29
Job_878,36
Job_879,73
Job_880,52
Job_881,34
Job_882,91
Job_883,94
Job_884,99
Job_885,75
Job_886,27
Job_887,75
Job_888,49
Job_889,85
Job_890,59
Job_891,69
Job_892,48
Job_893,33
Job_894,6
Job_895,73
Job_896,97
Job_897,93
Job_898,77
Job_899,3
Job_900,52
Job_901,59
Job_902,18
Job_903,25
Job_904,75
Job_905,84
Job_906,18
Job_907,71
Job_908,47
Job_909,35
Job_910,18
Job_911,72
Job_912,100
Job_913,10
Job_914,63
Job_915,5
Job_916,74
Job_917,3
Job_918,59
Job_919,83
Job_920,74
Job_921,80
Job_922,50
Job_923,30
Job_924,92
Job_925,87
Job_926,74
Job_927,25
Job_928,46
Job_929,79
Job_930,38
Job_931,18
Job_932,69
Job_933,83
Job_934,32
Job_935,3
Job_936,80
Job_937,47
Job_938,58
Job_939,18
Job_940,10
Job_941,55
Job_942,61
Job_943,47
Job_944,21
Job_945,20
Job_946,3
Job_947,64
Job_948,52
Job_949,30
Job_950,48
Job_951,57
Job_952,93
Job_953,82
Job_954,77
Job_955,100
Job_956,82
Job_957,49
Job_958,92
Job_959,70
Job_960,59
Job_961,95
Job_962,57
Job_963,82
Job_964,91
Job_965,7
Job_966,1
Job_967,70
Job_968,10
Job_969,52
Job_970,11
Job_971,8
Job_972,53
Job_973,8
Job_974,26
Job_975,73
Job_976,59
Job_977,26
Job_978,24
Job_979,62
Job_980,17
Job_981,83
Job_982,86
Job_983,43
Job_984,46
Job_985,54
Job_986,30
Job_987,84
Job_988,85
Job_989,84
Job_990,82
Job_991,21
Job_992,75
Job_993,75
Job_994,39
Job_995,32
Job_996,15
Job_997,41
Job_998,22
Job_999,81
Job_1000,86
Job_1001,6
Job_1002,10
Job_1003,33
Job_1004,17
Job_1005,8
Job_1006,29
Job_1007,30
Job_1008,51
Job_1009,39
Job_1010,26
Job_1011,25
Job_1012,8
Job_1013,12
Job_1014,37
Job_1015,30
Job_1016,8
Job_1017,76
Job_1018,57
Job_1019,98
Job_1020,43
Job_1021,26
Job_1022,80
Job_1023,78
Job_1024,86
Job_1025,42
Job_1026,49
Job_1027,12
Job_1028,35
Job_1029,57
Job_1030,13
Job_1031,69
Job_1032,40
Job_1033,51
Job_1034,77
Job_1035,20
Job_1036,38
Job_1037,53
Job_1038,46
Job_1039,15
Job_1040,20
Job_1041,1
Job_1042,46
Job_1043,66
Job_1044,23
Job_1045,48
Job_1046,37
Job_1047,56
Job_1048,27
Job_1049,3
Job_1050,8
Job_1051,10
Job_1052,93
Job_1053,64
Job_1054,10
Job_1055,42
Job_1056,41
Job_1057,5
Job_1058,69
Job_1059,31
Job_1060,90
Job_1061,19
Job_1062,63
Job_1063,86
Job_1064,87
Job_1065,3
Job_1066,20
Job_1067,53
Job_1068,65
Job_1069,6
Job_1070,22
Job_1071,76
Job_1072,23
Job_1073,39
Job_1074,9
Job_1075,55
Job_1076,74
Job_1077,57
Job_1078,44
Job_1079,26
Job_1080,68
Job_1081,53
Job_1082,63
Job_1083,70
Job_1084,47
Job_1085,82
Job_1086,59
Job_1087,74
Job_1088,6
Job_1089,35
Job_1090,15
Job_1091,80
Job_1092,96
Job_1093,86
Job_1094,58
Job_1095,3
Job_1096,80
Job_1097,66
Job_1098,100
Job_1099,92
Job_1100,27
Job_1101,25
Job_1102,61
Job_1103,3
Job_1104,64
Job_1105,30
Job_1106,32
Job_1107,36
Job_1108,40
Job_1109,51
Job_1110,2
Job_1111,8
Job_1112,82
Job_1113,88
Job_1114,51
Job_1115,36
Job_1116,97
Job_1117,29
Job_1118,73
Job_1119,14
Job_1120,82
Job_1121,21
Job_1122,4
Job_1123,75
Job_1124,19
Job_1125,51
Job_1126,4
Job_1127,12
Job_1128,27
Job_1129,41
Job_1130,86
Job_1131,95
Job_1132,53
Job_1133,61
Job_1134,33
Job_1135,27
Job_1136,65
Job_1137,40
Job_1138,78
Job_1139,21
Job_1140,98
Job_1141,83
Job_1142,28
Job_1143,42
Job_1144,55
Job_1145,78
Job_1146,85
Job_1147,48
Job_1148,78
Job_1149,46
Job_1150,65
Job_1151,52
Job_1152,29
Job_1153,81
Job_1154,84
Job_1155,54
Job_1156,15
Job_1157,6
Job_1158,94
Job_1159,60
Job_1160,59
Job_1161,55
Job_1162,89
Job_1163,64
Job_1164,76
Job_1165,97
Job_1166,3
Job_1167,59
Job_1168,35
Job_1169,57
Job_1170,3
Job_1171,57
Job_1172,96
Job_1173,35
Job_1174,5
Job_1175,83
Job_1176,39
Job_1177,33
Job_1178,64
Job_1179,21
Job_1180,7
Job_1181,84
Job_1182,32
Job_1183,56
Job_1184,38
Job_1185,47
Job_1186,86
Job_1187,94
Job_1188,50
Job_1189,77
Job_1190,91
Job_1191,71
Job_1192,45
Job_1193,15
Job_1194,12
Job_1195,70
Job_1196,89
Job_1197,99
Job_1198,1
Job_1199,29
Job_1200,82
Job_1201,24
Job_1202,6
Job_1203,70
Job_1204,1
Job_1205,99
Job_1206,33
Job_1207,79
Job_1208,30
Job_1209,52
Job_1210,26
Job_1211,31
Job_1212,89
Job_1213,60
Job_1214,51
Job_1215,8
Job_1216,73
Job_1217,92
Job_1218,87
Job_1219,26
Job_1220,53
Job_1221,28
Job_1222,35
Job_1223,20
Job_1224,34
Job_1225,69
Job_1226,19
Job_1227,92
Job_1228,18
Job_1229,29
Job_1230,67
Job_1231,27
Job_1232,72
Job_1233,85
Job_1234,67
Job_1235,62
Job_1236,26
Job_1237,5
Job_1238,71
Job_1239,25
Job_1240,29
Job_1241,28
Job_1242,68
Job_1243,59
Job_1244,1
Job_1245,75
Job_1246,85
Job_1247,53
Job_1248,54
Job_1249,82
Job_1250,46
Job_1251,98
Job_1252,97
Job_1253,14
Job_1254,5
Job_1255,32
Job_1256,100
Job_1257,29
Job_1258,67
Job_1259,42
Job_1260,65
Job_1261,29
Job_1262,18
Job_1263,56
Job_1264,74
Job_1265,70
Job_1266,50
Job_1267,94
Job_1268,16
Job_1269,70
Job_1270,28
Job_1271,47
Job_1272,61
Job_1273,31
Job_1274,72
Job_1275,26
Job_1276,62
Job_1277,57
Job_1278,88
Job_1279,60
Job_1280,90
Job_1281,57
Job_1282,29
Job_1283,93
Job_1284,63
Job_1285,79
Job_1286,28
Job_1287,19
Job_1288,22
Job_1289,76
Job_1290,66
Job_1291,94
Job_1292,16
Job_1293,56
Job_1294,66
Job_1295,49
Job_1296,14
Job_1297,83
Job_1298,88
Job_1299,91
Job_1300,9
Job_1301,55
Job_1302,49
Job_1303,62
Job_1304,47
Job_1305,56
Job_1306,83
Job_1307,40
Job_1308,12
Job_1309,56
Job_1310,4
Job_1311,2
Job_1312,29
Job_1313,47
Job_1314,19
Job_1315,10
Job_1316,52
Job_1317,27
Job_1318,7
Job_1319,35
Job_1320,91
Job_1321,59
Job_1322,21
Job_1323,96
Job_1324,82
Job_1325,40
Job_1326,9
Job_1327,25
Job_1328,9
Job_1329,46
Job_1330,42
Job_1331,9
Job_1332,19
Job_1333,2
Job_1334,43
Job_1335,8
Job_1336,27
Job_1337,2
Job_1338,17
Job_1339,32
Job_1340,85
Job_1341,73
Job_1342,86
Job_1343,35
Job_1344,56
Job_1345,5
Job_1346,100
Job_1347,34
Job_1348,22
Job_1349,92
Job_1350,14
Job_1351,95
Job_1352,57
Job_1353,76
Job_1354,58
Job_1355,60
Job_1356,40
Job_1357,13
Job_1358,16
Job_1359,32
Job_1360,28
Job_1361,13
Job_1362,64
Job_1363,73
Job_1364,29
Job_1365,45
Job_1366,66
Job_1367,25
Job_1368,15
Job_1369,52
Job_1370,15
Job_1371,9
Job_1372,59
Job_1373,79
Job_1374,60
Job_1375,40
Job_1376,7
Job_1377,72
Job_1378,82
Job_1379,61
Job_1380,42
Job_1381,57
Job_1382,50
Job_1383,16
Job_1384,72
Job_1385,46
Job_1386,69
Job_1387,15
Job_1388,29
Job_1389,15
Job_1390,13
Job_1391,44
Job_1392,13
Job_1393,52
Job_1394,94
Job_1395,17
Job_1396,60
Job_1397,92
Job_1398,62
Job_1399,50
Job_1400,20
Job_1401,38
Job_1402,25
Job_1403,25
Job_1404,5
Job_1405,12
Job_1406,24
Job_1407,74
Job_1408,97
Job_1409,49
Job_1410,66
Job_1411,19
Job_1412,41
Job_1413,70
Job_1414,89
Job_1415,88
Job_1416,24
Job_1417,74
Job_1418,69
Job_1419,76
Job_1420,15
Job_1421,5
Job_1422,33
Job_1423,92
Job_1424,34
Job_1425,60
Job_1426,52
Job_1427,7
Job_1428,75
Job_1429,48
Job_1430,58
Job_1431,76
Job_1432,85
Job_1433,100
Job_1434,15
Job_1435,39
Job_1436,18
Job_1437,15
Job_1438,68
Job_1439,2
Job_1440,55
Job_1441,29
Job_1442,31
Job_1443,60
Job_1444,26
Job_1445,10
Job_1446,26
Job_1447,64
Job_1448,77
Job_1449,51
Job_1450,77
Job_1451,36
Job_1452,90
Job_1453,44
Job_1454,55
Job_1455,88
Job_1456,21
Job_1457,31
Job_1458,8
Job_1459,61
Job_1460,39
Job_1461,36
Job_1462,99
Job_1463,60
Job_1464,63
Job_1465,1
Job_1466,31
Job_1467,4
Job_1468,93
Job_1469,68
Job_1470,97
Job_1471,78
Job_1472,76
Job_1473,96
Job_1474,53
Job_1475,14
Job_1476,22
Job_1477,52
Job_1478,64
Job_1479,38
Job_1480,20
Job_1481,63
Job_1482,97
Job_1483,58
Job_1484,58
Job_1485,29
Job_1486,26
Job_1487,4
Job_1488,15
Job_1489,19
Job_1490,9
Job_1491,25
Job_1492,24
Job_1493,44
Job_1494,45
Job_1495,21
Job_1496,70
Job_1497,16
Job_1498,51
Job_1499,89
Job_1500,12
Job_1501,96
Job_1502,22
Job_1503,5
Job_1504,43
Job_1505,35
Job_1506,12
Job_1507,63
Job_1508,8
Job_1509,14
Job_1510,88
Job_1511,52
Job_1512,16
Job_1513,71
Job_1514,19
Job_1515,16
Job_1516,25
Job_1517,44
Job_1518,87
Job_1519,18
Job_1520,54
Job_1521,63
Job_1522,11
Job_1523,36
Job_1524,8
Job_1525,18
Job_1526,2
Job_1527,55
Job_1528,16
Job_1529,69
Job_1530,69
Job_1531,11
Job_1532,24
Job_1533,57
Job_1534,79
Job_1535,4
Job_1536,85
Job_1537,77
Job_1538,32
Job_1539,66
Job_1540,47
Job_1541,17
Job_1542,8
Job_1543,99
Job_1544,36
Job_1545,48
Job_1546,100
Job_1547,20
Job_1548,12
Job_1549,50
Job_1550,46
Job_1551,2
Job_1552,71
Job_1553,39
Job_1554,75
Job_1555,24
Job_1556,48
Job_1557,74
Job_1558,33
Job_1559,7
Job_1560,71
Job_1561,20
Job_1562,78
Job_1563,86
Job_1564,90
Job_1565,44
Job_1566,40
Job_1567,18
Job_1568,17
Job_1569,59
Job_1570,19
Job_1571,9
Job_1572,91
Job_1573,65
Job_1574,71
Job_1575,67
Job_1576,52
Job_1577,63
Job_1578,93
Job_1579,42
Job_1580,11
Job_1581,17
Job_1582,93
Job_1583,12
Job_1584,17
Job_1585,11
Job_1586,59
Job_1587,99
Job_1588,19
Job_1589,36
Job_1590,41
Job_1591,99
Job_1592,25
Job_1593,97
Job_1594,2
Job_1595,73
Job_1596,23
Job_1597,94
Job_1598,38
Job_1599,45
Job_1600,63
Job_1601,36
Job_1602,30
Job_1603,27
Job_1604,54
Job_1605,99
Job_1606,60
Job_1607,65
Job_1608,50
Job_1609,62
Job_1610,1
Job_1611,12
Job_1612,61
Job_1613,97
Job_1614,26
Job_1615,98
Job_1616,92
Job_1617,87
Job_1618,42
Job_1619,1
Job_1620,68
Job_1621,88
Job_1622,25
Job_1623,54
Job_1624,52
Job_1625,56
Job_1626,89
Job_1627,27
Job_1628,48
Job_1629,67
Job_1630,13
Job_1631,31
Job_1632,96
Job_1633,18
Job_1634,100
Job_1635,60
Job_1636,4
Job_1637,9
Job_1638,100
Job_1639,78
Job_1640,67
Job_1641,66
Job_1642,4
Job_1643,70
Job_1644,2
Job_1645,40
Job_1646,82
Job_1647,98
Job_1648,90
Job_1649,98
Job_1650,33
Job_1651,89
Job_1652,13
Job_1653,11
Job_1654,89
Job_1655,75
Job_1656,21
Job_1657,73
Job_1658,56
Job_1659,83
Job_1660,63
Job_1661,89
Job_1662,87
Job_1663,84
Job_1664,42
Job_1665,24
Job_1666,14
Job_1667,46
Job_1668,93
Job_1669,62
Job_1670,1
Job_1671,80
Job_1672,99
Job_1673,57
Job_1674,99
Job_1675,52
Job_1676,50
Job_1677,80
Job_1678,14
Job_1679,17
Job_1680,84
Job_1681,79
Job_1682,17
Job_1683,60
Job_1684,64
Job_1685,94
Job_1686,61
Job_1687,82
Job_1688,49
Job_1689,91
Job_1690,33
Job_1691,65
Job_1692,28
Job_1693,80
Job_1694,82
Job_1695,61
Job_1696,72
Job_1697,75
Job_1698,93
Job_1699,72
Job_1700,74
Job_1701,94
Job_1702,43
Job_1703,11
Job_1704,61
Job_1705,65
Job_1706,7
Job_1707,30
Job_1708,85
Job_1709,38
Job_1710,20
Job_1711,63
Job_1712,3
Job_1713,37
Job_1714,63
Job_1715,23
Job_1716,14
Job_1717,82
Job_1718,87
Job_1719,46
Job_1720,66
Job_1721,51
Job_1722,60
Job_1723,53
Job_1724,37
Job_1725,57
Job_1726,32
Job_1727,67
Job_1728,27
Job_1729,46
Job_1730,61
Job_1731,66
Job_1732,21
Job_1733,83
Job_1734,82
Job_1735,2
Job_1736,46
Job_1737,59
Job_1738,78
Job_1739,45
Job_1740,42
Job_1741,43
Job_1742,29
Job_1743,16
Job_1744,95
Job_1745,15
Job_1746,54
Job_1747,68
Job_1748,64
Job_1749,67
Job_1750,76
Job_1751,45
Job_1752,4
Job_1753,93
Job_1754,51
Job_1755,93
Job_1756,97
Job_1757,20
Job_1758,94
Job_1759,60
Job_1760,24
Job_1761,64
Job_1762,91
Job_1763,73
Job_1764,2
Job_1765,46
Job_1766,93
Job_1767,80
Job_1768,56
Job_1769,76
Job_1770,83
Job_1771,31
Job_1772,32
Job_1773,73
Job_1774,89
Job_1775,100
Job_1776,11
Job_1777,79
Job_1778,13
Job_1779,39
Job_1780,79
Job_1781,26
Job_1782,21
Job_1783,39
Job_1784,99
Job_1785,34
Job_1786,99
Job_1787,7
Job_1788,14
Job_1789,89
Job_1790,41
Job_1791,19
Job_1792,75
Job_1793,74
Job_1794,6
Job_1795,97
Job_1796,11
Job_1797,92
Job_1798,38
Job_1799,37
Job_1800,14
Job_1801,92
Job_1802,29
Job_1803,59
Job_1804,66
Job_1805,84
Job_1806,26
Job_1807,10
Job_1808,4
Job_1809,7
Job_1810,71
Job_1811,76
Job_1812,32
Job_1813,15
Job_1814,46
Job_1815,47
Job_1816,51
Job_1817,99
Job_1818,65
Job_1819,38
Job_1820,100
Job_1821,86
Job_1822,74
Job_1823,12
Job_1824,65
Job_1825,32
Job_1826,63
Job_1827,63
Job_1828,86
Job_1829,100
Job_1830,93
Job_1831,79
Job_1832,82
Job_1833,81
Job_1834,13
Job_1835,54
Job_1836,4
Job_1837,96
Job_1838,30
Job_1839,2
Job_1840,32
Job_1841,89
Job_1842,44
Job_1843,4
Job_1844,19
Job_1845,85
Job_1846,21
Job_1847,16
Job_1848,11
Job_1849,66
Job_1850,71
Job_1851,5
Job_1852,14
Job_1853,62
Job_1854,66
Job_1855,58
Job_1856,38
Job_1857,81
Job_1858,19
Job_1859,86
Job_1860,33
Job_1861,59
Job_1862,15
Job_1863,87
Job_1864,56
Job_1865,2
Job_1866,83
Job_1867,16
Job_1868,86
Job_1869,65
Job_1870,70
Job_1871,85
Job_1872,60
